,collection,eacute,emballage,env,figure,figurine,figurines,funko,haute,licence,marvel,officielle,pop,pvc,qualité,shirt,sous,star,série,wars,category_code
60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1140
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
68,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
69,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,2,0,2,1140
70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
72,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1140
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
78,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
82,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
83,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1140
84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
86,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1140
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
88,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1140
89,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1140
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
92,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1140
96,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
101,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
103,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
104,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
105,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
106,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1140
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
114,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1140
115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
120,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1140
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
125,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1140
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
128,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1140
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
130,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1140
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
132,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1140
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
135,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1140
136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
137,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1140
138,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1140
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
154,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1140
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
157,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1140
161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
162,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1140
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
164,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
167,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
172,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
175,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1140
178,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1140
179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
182,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
183,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
190,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1140
191,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1140
195,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1140
197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1140
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
200,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
204,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
205,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
206,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1140
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
223,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1140
224,0,0,0,0,0,2,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1140
225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
228,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
243,0,0,1,1,0,5,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1140
244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
248,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
253,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
255,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1140
256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
257,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
258,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1140
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
261,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1140
262,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1140
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1140
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
275,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
276,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1140
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
278,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
280,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1140
281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
288,0,0,0,1,0,4,0,2,0,1,0,0,3,0,0,0,1,0,0,0,1140
289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
291,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1140
292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1140
299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
302,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1140
303,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
304,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
