,année,bd,collection,editions,histoire,jean,livre,livres,lot,numéros,pages,partitions,piano,revue,revues,romans,tome,tomes,vol,volumes,category_code
98,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2403
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2403
102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2403
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2403
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
108,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2403
111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
113,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2403
114,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2403
115,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2403
116,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2403
117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
120,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2403
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2403
124,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
126,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2403
127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2403
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
131,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2403
133,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2403
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
136,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
137,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2403
138,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2403
139,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2403
140,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
147,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2403
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
156,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
162,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2403
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2403
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
168,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2403
172,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2403
174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
180,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
181,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2403
182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2403
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2403
185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2403
187,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
188,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
189,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2403
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
205,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2403
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
208,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2403
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
211,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2403
212,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2403
214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2403
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
218,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2403
219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2403
222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
224,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2403
225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2403
231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
236,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,2403
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
241,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2403
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
243,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2403
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
249,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2403
250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
253,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2403
257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
260,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2403
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2403
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
265,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2403
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
268,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2403
269,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
271,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
275,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,1,0,2403
276,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,1,0,2403
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2403
279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2403
281,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
282,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2403
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2403
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2403
288,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
290,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2403
291,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2403
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
298,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2403
299,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
302,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2403
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
